task_id,match_id,team,kick_off_datetime,earliest_processing_datetime,competition,percentage_complete,country,priority_class,priority_hours,processing_deadline,employee,process_start,process_end,squad,date,shift,shift_end_datetime,rate
49811-AWAY,49811,team-AWAY,2019-04-01 19:00:00,2019-04-01 20:50:00,Allsvenskan,1.0,Sweden,5,144,2019-04-07 19:00:00,employee-C-2019-04-01-Night-5,2019-04-01 20:50:00,2019-04-02 01:50:00,C,2019-04-01,Night,2019-04-02 02:00:00,0.8
17026-HOME,17026,team-HOME,2019-04-01 20:00:00,2019-04-01 21:50:00,Eerste Divisie,1.0,Netherlands,5,144,2019-04-07 20:00:00,employee-C-2019-04-01-Night-7,2019-04-01 21:50:00,2019-04-02 01:50:00,C,2019-04-01,Night,2019-04-02 02:00:00,1.0
49746-AWAY,49746,team-AWAY,2019-04-01 19:00:00,2019-04-01 20:50:00,Allsvenskan,1.0,Sweden,5,144,2019-04-07 19:00:00,employee-D+-2019-04-01-Night-3,2019-04-01 20:50:00,2019-04-02 00:50:00,D+,2019-04-01,Night,2019-04-02 02:00:00,1.0
49811-HOME,49811,team-HOME,2019-04-01 19:00:00,2019-04-01 20:50:00,Allsvenskan,1.0,Sweden,5,144,2019-04-07 19:00:00,employee-C-2019-04-01-Night-4,2019-04-01 20:50:00,2019-04-02 01:50:00,C,2019-04-01,Night,2019-04-02 02:00:00,0.8
13810-AWAY,13810,team-AWAY,2019-04-01 20:30:00,2019-04-01 22:20:00,Ligue 1,0.733,France,1,12,2019-04-02 08:30:00,employee-D-2019-04-01-Night-3,2019-04-01 22:20:00,2019-04-02 02:00:00,D,2019-04-01,Night,2019-04-02 02:00:00,0.8
9235-HOME,9235,team-HOME,2019-04-01 20:45:00,2019-04-01 22:35:00,Ligue 2,0.683,France,1,12,2019-04-02 08:45:00,employee-C-2019-04-01-Night-8,2019-04-01 22:35:00,2019-04-02 02:00:00,C,2019-04-01,Night,2019-04-02 02:00:00,0.8
9235-AWAY,9235,team-AWAY,2019-04-01 20:45:00,2019-04-01 22:35:00,Ligue 2,0.683,France,1,12,2019-04-02 08:45:00,employee-C-2019-04-01-Night-1,2019-04-01 22:35:00,2019-04-02 02:00:00,C,2019-04-01,Night,2019-04-02 02:00:00,0.8
11858-HOME,11858,team-HOME,2019-04-01 21:00:00,2019-04-01 22:50:00,Premier League,0.792,England,1,12,2019-04-02 09:00:00,employee-C-2019-04-01-Night-6,2019-04-01 22:50:00,2019-04-02 02:00:00,C,2019-04-01,Night,2019-04-02 02:00:00,1.0
11858-AWAY,11858,team-AWAY,2019-04-01 21:00:00,2019-04-01 22:50:00,Premier League,0.792,England,1,12,2019-04-02 09:00:00,employee-C-2019-04-01-Night-3,2019-04-01 22:50:00,2019-04-02 02:00:00,C,2019-04-01,Night,2019-04-02 02:00:00,1.0
9611-HOME,9611,team-HOME,2019-04-01 20:30:00,2019-04-01 22:20:00,2. Bundesliga,0.917,Germany,2,24,2019-04-02 20:30:00,employee-A-2019-04-01-Night-4,2019-04-01 22:20:00,2019-04-02 02:00:00,A,2019-04-01,Night,2019-04-02 02:00:00,1.0
9611-AWAY,9611,team-AWAY,2019-04-01 20:30:00,2019-04-01 22:20:00,2. Bundesliga,0.917,Germany,2,24,2019-04-02 20:30:00,employee-A-2019-04-01-Night-5,2019-04-01 22:20:00,2019-04-02 02:00:00,A,2019-04-01,Night,2019-04-02 02:00:00,1.0
18645-HOME,18645,team-HOME,2019-04-01 21:00:00,2019-04-01 22:50:00,Segunda División,0.633,Spain,3,48,2019-04-03 21:00:00,employee-D-2019-04-01-Night-1,2019-04-01 22:50:00,2019-04-02 02:00:00,D,2019-04-01,Night,2019-04-02 02:00:00,0.8
13810-HOME,13810,team-HOME,2019-04-01 20:30:00,2019-04-01 22:20:00,Ligue 1,0.733,France,1,12,2019-04-02 08:30:00,employee-D-2019-04-01-Night-4,2019-04-01 22:20:00,2019-04-02 02:00:00,D,2019-04-01,Night,2019-04-02 02:00:00,0.8
12337-HOME,12337,team-HOME,2019-04-01 21:15:00,2019-04-01 23:05:00,Primeira Liga,0.729,Portugal,4,96,2019-04-05 21:15:00,employee-D+-2019-04-01-Night-1,2019-04-01 23:05:00,2019-04-02 02:00:00,D+,2019-04-01,Night,2019-04-02 02:00:00,1.0
12337-AWAY,12337,team-AWAY,2019-04-01 21:15:00,2019-04-01 23:05:00,Primeira Liga,0.729,Portugal,4,96,2019-04-05 21:15:00,employee-D+-2019-04-01-Night-2,2019-04-01 23:05:00,2019-04-02 02:00:00,D+,2019-04-01,Night,2019-04-02 02:00:00,1.0
15784-HOME,15784,team-HOME,2019-04-01 18:00:00,2019-04-01 19:50:00,Super League,1.0,Greece,5,144,2019-04-07 18:00:00,employee-A-2019-04-01-Night-6,2019-04-01 19:50:00,2019-04-01 23:50:00,A,2019-04-01,Night,2019-04-02 02:00:00,1.0
15784-AWAY,15784,team-AWAY,2019-04-01 18:00:00,2019-04-01 19:50:00,Super League,1.0,Greece,5,144,2019-04-07 18:00:00,employee-A-2019-04-01-Night-7,2019-04-01 19:50:00,2019-04-01 23:50:00,A,2019-04-01,Night,2019-04-02 02:00:00,1.0
46633-HOME,46633,team-HOME,2019-04-01 19:00:00,2019-04-01 20:50:00,Superliga,1.0,Denmark,5,144,2019-04-07 19:00:00,employee-A-2019-04-01-Night-8,2019-04-01 20:50:00,2019-04-02 00:50:00,A,2019-04-01,Night,2019-04-02 02:00:00,1.0
18645-AWAY,18645,team-AWAY,2019-04-01 21:00:00,2019-04-01 22:50:00,Segunda División,0.633,Spain,3,48,2019-04-03 21:00:00,employee-D-2019-04-01-Night-2,2019-04-01 22:50:00,2019-04-02 02:00:00,D,2019-04-01,Night,2019-04-02 02:00:00,0.8
46633-AWAY,46633,team-AWAY,2019-04-01 19:00:00,2019-04-01 20:50:00,Superliga,1.0,Denmark,5,144,2019-04-07 19:00:00,employee-A-2019-04-01-Night-1,2019-04-01 20:50:00,2019-04-02 00:50:00,A,2019-04-01,Night,2019-04-02 02:00:00,1.0
49746-HOME,49746,team-HOME,2019-04-01 19:00:00,2019-04-01 20:50:00,Allsvenskan,1.0,Sweden,5,144,2019-04-07 19:00:00,employee-D+-2019-04-01-Night-4,2019-04-01 20:50:00,2019-04-02 00:50:00,D+,2019-04-01,Night,2019-04-02 02:00:00,1.0
17035-AWAY,17035,team-AWAY,2019-04-01 20:00:00,2019-04-01 21:50:00,Eerste Divisie,1.0,Netherlands,5,144,2019-04-07 20:00:00,employee-E-2019-04-02-Morning-3,2019-04-02 10:00:00,2019-04-02 15:00:00,E,2019-04-02,Morning,2019-04-02 18:00:00,0.8
17035-HOME,17035,team-HOME,2019-04-01 20:00:00,2019-04-01 21:50:00,Eerste Divisie,1.0,Netherlands,5,144,2019-04-07 20:00:00,employee-E-2019-04-02-Morning-2,2019-04-02 10:00:00,2019-04-02 15:00:00,E,2019-04-02,Morning,2019-04-02 18:00:00,0.8
17034-HOME,17034,team-HOME,2019-04-01 20:00:00,2019-04-01 21:50:00,Eerste Divisie,1.0,Netherlands,5,144,2019-04-07 20:00:00,employee-B+-2019-04-02-Morning-2,2019-04-02 10:00:00,2019-04-02 15:00:00,B+,2019-04-02,Morning,2019-04-02 18:00:00,0.8
17034-AWAY,17034,team-AWAY,2019-04-01 20:00:00,2019-04-01 21:50:00,Eerste Divisie,1.0,Netherlands,5,144,2019-04-07 20:00:00,employee-E-2019-04-02-Morning-1,2019-04-02 10:00:00,2019-04-02 15:00:00,E,2019-04-02,Morning,2019-04-02 18:00:00,0.8
8568-HOME,8568,team-HOME,2019-04-02 20:30:00,2019-04-02 22:20:00,Ekstraklasa,0.733,Poland,3,48,2019-04-04 20:30:00,employee-D-2019-04-02-Night-7,2019-04-02 22:20:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
13090-AWAY,13090,team-AWAY,2019-04-02 21:30:00,2019-04-02 23:20:00,La Liga,0.533,Spain,2,24,2019-04-03 21:30:00,employee-D-2019-04-02-Night-2,2019-04-02 23:20:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
8567-AWAY,8567,team-AWAY,2019-04-02 18:00:00,2019-04-02 19:50:00,Ekstraklasa,1.0,Poland,3,48,2019-04-04 18:00:00,employee-D-2019-04-02-Night-8,2019-04-02 19:50:00,2019-04-03 00:50:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
8587-HOME,8587,team-HOME,2019-04-02 18:00:00,2019-04-02 19:50:00,Ekstraklasa,1.0,Poland,3,48,2019-04-04 18:00:00,employee-D-2019-04-02-Night-9,2019-04-02 19:50:00,2019-04-03 00:50:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
8587-AWAY,8587,team-AWAY,2019-04-02 18:00:00,2019-04-02 19:50:00,Ekstraklasa,1.0,Poland,3,48,2019-04-04 18:00:00,employee-A-2019-04-02-Night-1,2019-04-02 19:50:00,2019-04-03 00:50:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
8568-AWAY,8568,team-AWAY,2019-04-02 20:30:00,2019-04-02 22:20:00,Ekstraklasa,0.733,Poland,3,48,2019-04-04 20:30:00,employee-A-2019-04-02-Night-7,2019-04-02 22:20:00,2019-04-03 02:00:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
15497-AWAY,15497,team-AWAY,2019-04-02 18:30:00,2019-04-02 20:20:00,Eredivisie,0.033,Netherlands,5,144,2019-04-08 18:30:00,employee-D+-2019-04-02-Night-1,2019-04-03 01:50:00,2019-04-03 02:00:00,D+,2019-04-02,Night,2019-04-03 02:00:00,0.8
8617-AWAY,8617,team-AWAY,2019-04-02 20:30:00,2019-04-02 22:20:00,Ekstraklasa,0.233,Poland,3,48,2019-04-04 20:30:00,employee-D-2019-04-02-Night-8,2019-04-03 00:50:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
46634-HOME,46634,team-HOME,2019-04-02 20:30:00,2019-04-02 22:20:00,First Division A,0.292,Belgium,3,48,2019-04-04 20:30:00,employee-D-2019-04-02-Night-9,2019-04-03 00:50:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,1.0
46634-AWAY,46634,team-AWAY,2019-04-02 20:30:00,2019-04-02 22:20:00,First Division A,0.233,Belgium,3,48,2019-04-04 20:30:00,employee-A-2019-04-02-Night-1,2019-04-03 00:50:00,2019-04-03 02:00:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
15497-HOME,15497,team-HOME,2019-04-02 18:30:00,2019-04-02 20:20:00,Eredivisie,0.033,Netherlands,5,144,2019-04-08 18:30:00,employee-D+-2019-04-02-Night-2,2019-04-03 01:50:00,2019-04-03 02:00:00,D+,2019-04-02,Night,2019-04-03 02:00:00,0.8
13090-HOME,13090,team-HOME,2019-04-02 21:30:00,2019-04-02 23:20:00,La Liga,0.533,Spain,2,24,2019-04-03 21:30:00,employee-D-2019-04-02-Night-3,2019-04-02 23:20:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
8617-HOME,8617,team-HOME,2019-04-02 20:30:00,2019-04-02 22:20:00,Ekstraklasa,0.233,Poland,3,48,2019-04-04 20:30:00,employee-D-2019-04-02-Night-1,2019-04-03 00:50:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
13087-AWAY,13087,team-AWAY,2019-04-02 20:30:00,2019-04-02 22:20:00,La Liga,0.733,Spain,2,24,2019-04-03 20:30:00,employee-D-2019-04-02-Night-4,2019-04-02 22:20:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
8567-HOME,8567,team-HOME,2019-04-02 18:00:00,2019-04-02 19:50:00,Ekstraklasa,1.0,Poland,3,48,2019-04-04 18:00:00,employee-D-2019-04-02-Night-1,2019-04-02 19:50:00,2019-04-03 00:50:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
13085-AWAY,13085,team-AWAY,2019-04-02 19:30:00,2019-04-02 21:20:00,La Liga,0.933,Spain,2,24,2019-04-03 19:30:00,employee-A-2019-04-02-Night-2,2019-04-02 21:20:00,2019-04-03 02:00:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
12670-HOME,12670,team-HOME,2019-04-02 19:00:00,2019-04-02 20:50:00,Serie A,1.0,Italy,1,12,2019-04-03 07:00:00,employee-D+-2019-04-02-Night-2,2019-04-02 20:50:00,2019-04-03 01:50:00,D+,2019-04-02,Night,2019-04-03 02:00:00,0.8
12670-AWAY,12670,team-AWAY,2019-04-02 19:00:00,2019-04-02 20:50:00,Serie A,1.0,Italy,1,12,2019-04-03 07:00:00,employee-D+-2019-04-02-Night-1,2019-04-02 20:50:00,2019-04-03 01:50:00,D+,2019-04-02,Night,2019-04-03 02:00:00,0.8
10040-HOME,10040,team-HOME,2019-04-02 20:45:00,2019-04-02 22:35:00,Championship,0.683,England,1,12,2019-04-03 08:45:00,employee-C-2019-04-02-Night-5,2019-04-02 22:35:00,2019-04-03 02:00:00,C,2019-04-02,Night,2019-04-03 02:00:00,0.8
10040-AWAY,10040,team-AWAY,2019-04-02 20:45:00,2019-04-02 22:35:00,Championship,0.683,England,1,12,2019-04-03 08:45:00,employee-C-2019-04-02-Night-4,2019-04-02 22:35:00,2019-04-03 02:00:00,C,2019-04-02,Night,2019-04-03 02:00:00,0.8
10082-AWAY,10082,team-AWAY,2019-04-02 20:45:00,2019-04-02 22:35:00,Championship,0.683,England,1,12,2019-04-03 08:45:00,employee-C-2019-04-02-Night-1,2019-04-02 22:35:00,2019-04-03 02:00:00,C,2019-04-02,Night,2019-04-03 02:00:00,0.8
11803-HOME,11803,team-HOME,2019-04-02 20:45:00,2019-04-02 22:35:00,Premier League,0.854,England,1,12,2019-04-03 08:45:00,employee-C-2019-04-02-Night-2,2019-04-02 22:35:00,2019-04-03 02:00:00,C,2019-04-02,Night,2019-04-03 02:00:00,1.0
10082-HOME,10082,team-HOME,2019-04-02 20:45:00,2019-04-02 22:35:00,Championship,0.683,England,1,12,2019-04-03 08:45:00,employee-C-2019-04-02-Night-3,2019-04-02 22:35:00,2019-04-03 02:00:00,C,2019-04-02,Night,2019-04-03 02:00:00,0.8
11804-HOME,11804,team-HOME,2019-04-02 20:45:00,2019-04-02 22:35:00,Premier League,0.683,England,1,12,2019-04-03 08:45:00,employee-A-2019-04-02-Night-5,2019-04-02 22:35:00,2019-04-03 02:00:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
11804-AWAY,11804,team-AWAY,2019-04-02 20:45:00,2019-04-02 22:35:00,Premier League,0.683,England,1,12,2019-04-03 08:45:00,employee-A-2019-04-02-Night-3,2019-04-02 22:35:00,2019-04-03 02:00:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
12665-HOME,12665,team-HOME,2019-04-02 21:00:00,2019-04-02 22:50:00,Serie A,0.633,Italy,1,12,2019-04-03 09:00:00,employee-A-2019-04-02-Night-4,2019-04-02 22:50:00,2019-04-03 02:00:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
13087-HOME,13087,team-HOME,2019-04-02 20:30:00,2019-04-02 22:20:00,La Liga,0.733,Spain,2,24,2019-04-03 20:30:00,employee-D-2019-04-02-Night-5,2019-04-02 22:20:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
12665-AWAY,12665,team-AWAY,2019-04-02 21:00:00,2019-04-02 22:50:00,Serie A,0.633,Italy,1,12,2019-04-03 09:00:00,employee-D+-2019-04-02-Night-3,2019-04-02 22:50:00,2019-04-03 02:00:00,D+,2019-04-02,Night,2019-04-03 02:00:00,0.8
13085-HOME,13085,team-HOME,2019-04-02 19:30:00,2019-04-02 21:20:00,La Liga,0.933,Spain,2,24,2019-04-03 19:30:00,employee-D-2019-04-02-Night-6,2019-04-02 21:20:00,2019-04-03 02:00:00,D,2019-04-02,Night,2019-04-03 02:00:00,0.8
11803-AWAY,11803,team-AWAY,2019-04-02 20:45:00,2019-04-02 22:35:00,Premier League,0.683,England,1,12,2019-04-03 08:45:00,employee-A-2019-04-02-Night-6,2019-04-02 22:35:00,2019-04-03 02:00:00,A,2019-04-02,Night,2019-04-03 02:00:00,0.8
11422-AWAY,11422,team-AWAY,2019-04-02 20:45:00,2019-04-02 22:35:00,League Two,1.0,England,5,144,2019-04-08 20:45:00,employee-B-2019-04-03-Morning-7,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
15499-AWAY,15499,team-AWAY,2019-04-02 20:45:00,2019-04-02 22:35:00,Eredivisie,1.0,Netherlands,5,144,2019-04-08 20:45:00,employee-B-2019-04-03-Morning-10,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
15499-HOME,15499,team-HOME,2019-04-02 20:45:00,2019-04-02 22:35:00,Eredivisie,1.0,Netherlands,5,144,2019-04-08 20:45:00,employee-B-2019-04-03-Morning-1,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
11452-AWAY,11452,team-AWAY,2019-04-02 20:45:00,2019-04-02 22:35:00,League Two,1.0,England,5,144,2019-04-08 20:45:00,employee-B-2019-04-03-Morning-9,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
11452-HOME,11452,team-HOME,2019-04-02 20:45:00,2019-04-02 22:35:00,League Two,1.0,England,5,144,2019-04-08 20:45:00,employee-B-2019-04-03-Morning-8,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
11422-HOME,11422,team-HOME,2019-04-02 20:45:00,2019-04-02 22:35:00,League Two,1.0,England,5,144,2019-04-08 20:45:00,employee-B-2019-04-03-Morning-6,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
15498-HOME,15498,team-HOME,2019-04-02 19:45:00,2019-04-02 21:35:00,Eredivisie,1.0,Netherlands,5,144,2019-04-08 19:45:00,employee-C-2019-04-03-Morning-1,2019-04-03 10:00:00,2019-04-03 14:00:00,C,2019-04-03,Morning,2019-04-03 18:00:00,1.0
49564-AWAY,49564,team-AWAY,2019-04-03 03:00:00,2019-04-03 04:50:00,Primera A,1.0,Colombia,3,48,2019-04-05 03:00:00,employee-B-2019-04-03-Morning-4,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
49564-HOME,49564,team-HOME,2019-04-03 03:00:00,2019-04-03 04:50:00,Primera A,1.0,Colombia,3,48,2019-04-05 03:00:00,employee-B-2019-04-03-Morning-3,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
49561-AWAY,49561,team-AWAY,2019-04-03 01:00:00,2019-04-03 02:50:00,Primera A,1.0,Colombia,3,48,2019-04-05 01:00:00,employee-B-2019-04-03-Morning-2,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
49561-HOME,49561,team-HOME,2019-04-03 01:00:00,2019-04-03 02:50:00,Primera A,1.0,Colombia,3,48,2019-04-05 01:00:00,employee-B-2019-04-03-Morning-11,2019-04-03 10:00:00,2019-04-03 15:00:00,B,2019-04-03,Morning,2019-04-03 18:00:00,0.8
